id,ibge,municipio,uf,estado,planos_municipais,destinacao_final,tipo_destinacao,possui_coleta_seletiva,coleta_participa_catadores,possui_catadores_regularizados,realizam_compostagem,participam_consorcio
100143236,431220,MAXIMILIANO DE ALMEIDA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143237,431225,MINAS DO LEÃO,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143238,431230,MIRAGUAÍ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100143239,431235,MONTAURI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143240,431237,MONTE ALEGRE DOS CAMPOS,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Sim,Não soube informar
100143241,431238,MONTE BELO DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Não,Nulo,Não,Não,Não
100143242,431240,MONTENEGRO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143243,431242,MORMAÇO,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não soube informar,Não
100143244,431244,MORRINHOS DO SUL,RS,Rio Grande do Sul,Finalizado,No próprio Município,Outro,Sim,Não,Não,Não,Não
100143245,431245,MORRO REDONDO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143246,431247,MORRO REUTER,RS,Rio Grande do Sul,Finalizado,Em outro Município,Nulo,Sim,,Nulo,Não,Não
100143247,431250,MOSTARDAS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143248,431260,MUÇUM,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143249,431261,MUITOS CAPÕES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143250,431262,MULITERNO,RS,Rio Grande do Sul,Não soube informar,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143251,431265,NÃO-ME-TOQUE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143252,431267,NICOLAU VERGUEIRO,RS,Rio Grande do Sul,Não soube informar,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100143253,431270,NONOAI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100143254,431275,NOVA ALVORADA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Sim,Não,Não,Não,Não
100143255,431280,NOVA ARAÇÁ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143256,431290,NOVA BASSANO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Sim,Sim
100143257,431295,NOVA BOA VISTA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Não
100143258,431300,NOVA BRÉSCIA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143259,431301,NOVA CANDELÁRIA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Sim,Não,Não
100143260,431303,NOVA ESPERANÇA DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100143261,431306,NOVA HARTZ,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143262,431308,NOVA PÁDUA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143263,431310,NOVA PALMA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143264,431320,NOVA PETRÓPOLIS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143265,431330,NOVA PRATA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143266,431333,NOVA RAMADA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Não,Nulo,Sim,Não,Não soube informar
100143267,431335,NOVA ROMA DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143268,431337,NOVA SANTA RITA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Sim,Sim,Não,Não
100143269,431349,NOVO BARREIRO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143270,431339,NOVO CABRAIS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143271,431340,NOVO HAMBURGO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143272,431342,NOVO MACHADO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143273,431344,NOVO TIRADENTES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100143274,431350,OSÓRIO,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143275,431360,PAIM FILHO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143276,431365,PALMARES DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143277,431370,PALMEIRA DAS MISSÕES,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143278,431380,PALMITINHO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100143279,431390,PANAMBI,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143280,431395,PANTANO GRANDE,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100143281,431400,PARAÍ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143282,431402,PARAÍSO DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143283,431403,PARECI NOVO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Não
100143284,431405,PAROBÉ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143285,431406,PASSA SETE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100143286,431407,PASSO DO SOBRADO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143287,431410,PASSO FUNDO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143288,431415,PAVERAMA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143289,431420,PEDRO OSÓRIO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143290,431430,PEJUÇARA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Nulo,Não
100143291,431440,PELOTAS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143292,431442,PICADA CAFÉ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143293,431445,PINHAL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100143294,431447,PINHAL GRANDE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100143295,431449,PINHEIRINHO DO VALE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Sim
100143296,431450,PINHEIRO MACHADO,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143297,431455,PIRAPÓ,RS,Rio Grande do Sul,Não soube informar,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100143298,431460,PIRATINI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143299,431470,PLANALTO,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Outro,Não,Nulo,Não,Não,Não
100143300,431475,POÇO DAS ANTAS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143301,431477,PONTÃO,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143302,431478,PONTE PRETA,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100143303,431480,PORTÃO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143304,431490,PORTO ALEGRE,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143305,431500,PORTO LUCENA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100143306,431505,PORTO MAUÁ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143307,431507,PORTO VERA CRUZ,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143308,431510,PORTO XAVIER,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100143309,431513,POUSO NOVO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143310,431514,PRESIDENTE LUCENA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Sim,Nulo,Não soube informar,Não,Sim
100143311,431515,PROGRESSO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143312,431517,PROTÁSIO ALVES,RS,Rio Grande do Sul,Não soube informar,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143313,431520,PUTINGA,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143314,431530,QUARAÍ,RS,Rio Grande do Sul,Não Iniciado,No próprio Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143315,431532,QUEVEDOS,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Sim,Não
100143316,431535,QUINZE DE NOVEMBRO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Não
100143317,431540,REDENTORA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100143318,431545,RELVADO,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143319,431550,RESTINGA SECA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143320,431555,RIO DOS ÍNDIOS,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143321,431560,RIO GRANDE,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143322,431570,RIO PARDO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143323,431575,RIOZINHO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não soube informar
100143324,431580,ROCA SALES,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143325,431590,RODEIO BONITO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143326,431600,ROLANTE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143327,431610,RONDA ALTA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Sim
100143328,431620,RONDINHA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143329,431630,ROQUE GONZALES,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100143330,431640,ROSÁRIO DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143331,431642,SAGRADA FAMÍLIA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Nulo,Não,,Nulo,Sim,Sim
100143332,431643,SALDANHA MARINHO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143333,431645,SALTO DO JACUÍ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143334,431647,SALVADOR DAS MISSÕES,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Outro,Sim,Não,Não,Sim,Não
100143335,431650,SALVADOR DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143336,431660,SANANDUVA,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143337,431670,SANTA BÁRBARA DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143338,431675,SANTA CLARA DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Não,Nulo,Sim,Não,Sim
100143339,431680,SANTA CRUZ DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Sim,Sim,Não,Sim
100143340,431690,SANTA MARIA,RS,Rio Grande do Sul,Não Iniciado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143341,431695,SANTA MARIA DO HERVAL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143342,431720,SANTA ROSA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143343,431725,SANTA TEREZA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143344,431730,SANTA VITÓRIA DO PALMAR,RS,Rio Grande do Sul,Finalizado,No próprio Município,Lixão,Sim,Não,Sim,Não,Não
100143345,431700,SANTANA DA BOA VISTA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143346,431710,SANT´ANA DO LIVRAMENTO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143347,431740,SANTIAGO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143348,431750,SANTO ÂNGELO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143349,431760,SANTO ANTÔNIO DA PATRULHA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não soube informar,Não,Sim
100143350,431770,SANTO ANTÔNIO DAS MISSÕES,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Outro,Não,Nulo,Sim,Não,Não
100143351,431755,SANTO ANTÔNIO DO PALMA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Não,Não,Não
100143352,431775,SANTO ANTÔNIO DO PLANALTO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143353,431780,SANTO AUGUSTO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143354,431790,SANTO CRISTO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143355,431795,SANTO EXPEDITO DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Sim,Não,Não,Não,Sim
100143356,431800,SÃO BORJA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100143357,431805,SÃO DOMINGOS DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143358,431810,SÃO FRANCISCO DE ASSIS,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143359,431820,SÃO FRANCISCO DE PAULA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Sim
100143360,431830,SÃO GABRIEL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não soube informar
100143361,431840,SÃO JERÔNIMO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143362,431842,SÃO JOÃO DA URTIGA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Outro,Não,Nulo,Não,Não,Sim
100143363,431843,SÃO JOÃO DO POLÊSINE,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Sim,Sim
100143364,431844,SÃO JORGE,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143365,431845,SÃO JOSÉ DAS MISSÕES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100143366,431846,SÃO JOSÉ DO HERVAL,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143367,431848,SÃO JOSÉ DO HORTÊNCIO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Sim,Não,Sim,Não,Não soube informar
100143368,431849,SÃO JOSÉ DO INHACORÁ,RS,Rio Grande do Sul,Não soube informar,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143369,431850,SÃO JOSÉ DO NORTE,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Sim,Não
100143370,431860,SÃO JOSÉ DO OURO,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Não,Sim,Sim
100143371,431862,SÃO JOSÉ DOS AUSENTES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143372,431870,SÃO LEOPOLDO,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143373,431880,SÃO LOURENÇO DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Sim,Sim,Sim,Não,Não soube informar
100143374,431890,SÃO LUIZ GONZAGA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143375,431900,SÃO MARCOS,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143376,431910,SÃO MARTINHO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143377,431912,SÃO MARTINHO DA SERRA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Sim,Sim,Não,Não
100143378,431915,SÃO MIGUEL DAS MISSÕES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143379,431920,SÃO NICOLAU,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100143380,431930,SÃO PAULO DAS MISSÕES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Não
100143381,431935,SÃO PEDRO DA SERRA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143382,431937,SÃO PEDRO DO BUTIÁ,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Outro,Não,Nulo,Não,Não,Não
100143383,431940,SÃO PEDRO DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143384,431950,SÃO SEBASTIÃO DO CAÍ,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143385,431960,SÃO SEPÉ,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Sim,Não soube informar
100143386,431970,SÃO VALENTIM,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Não,Não,Não
100143387,431971,SÃO VALENTIM DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Sim,Não,Não,Não
100143388,431973,SÃO VALÉRIO DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Não soube informar
100143389,431975,SÃO VENDELINO,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143390,431980,SÃO VICENTE DO SUL,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143391,431990,SAPIRANGA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143392,432000,SAPUCAIA DO SUL,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Sim
100143393,432010,SARANDI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Sim
100143394,432020,SEBERI,RS,Rio Grande do Sul,Em Elaboração,No próprio Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143395,432023,SEDE NOVA,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Lixão,Sim,Não,Não,Não,Sim
100143396,432026,SEGREDO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143397,432030,SELBACH,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143398,432032,SENADOR SALGADO FILHO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143399,432035,SENTINELA DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Sim,Não
100143400,432040,SERAFINA CORRÊA,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143401,432045,SÉRIO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Não,Sim
100143402,432050,SERTÃO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143403,432055,SERTÃO SANTANA,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143404,432057,SETE DE SETEMBRO,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Não,Não,Sim
100143405,432060,SEVERIANO DE ALMEIDA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143406,432065,SILVEIRA MARTINS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143407,432067,SINIMBU,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Não,Não,Não
100143408,432070,SOBRADINHO,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143409,432080,SOLEDADE,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Outro,Não,Nulo,Sim,Não,Não
100143410,432085,TABAÍ,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Sim,Não,Sim,Não,Não
100143411,432090,TAPEJARA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143412,432100,TAPERA,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
100143413,432110,TAPES,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143414,432120,TAQUARA,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Sim,Não,Sim,Não,Não
100143415,432130,TAQUARI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143416,432132,TAQUARUÇU DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Sim,Sim
100143417,432135,TAVARES,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Lixão,Não,Nulo,Sim,Não,Não
100143418,432140,TENENTE PORTELA,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Sim
100143419,432143,TERRA DE AREIA,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Aterro Sanitário,Não,Nulo,Sim,Não,Não
100143420,432145,TEUTÔNIA,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Sim,Sim,Não,Não
100143421,432147,TIRADENTES DO SUL,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Sim
100143422,432149,TOROPI,RS,Rio Grande do Sul,Finalizado,Em outro Município,Lixão,Não,Nulo,Não,Não,Não
100143423,432150,TORRES,RS,Rio Grande do Sul,Não Iniciado,Em outro Município,Lixão,Sim,Sim,Sim,Não,Não
100143424,432160,TRAMANDAÍ,RS,Rio Grande do Sul,Finalizado,No próprio Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143425,432162,TRAVESSEIRO,RS,Rio Grande do Sul,Em Elaboração,Em outro Município,Aterro Sanitário,Sim,Não,Sim,Não,Não
100143426,432163,TRÊS ARROIOS,RS,Rio Grande do Sul,Finalizado,Em outro Município,Aterro Sanitário,Sim,Não,Não,Não,Não
